flow_packet_count,flow_byte_count,rx_packets,tx_packets,rx_bytes,tx_bytes,label
0,0,0,0,0,0,0
245,20825,245,0,20825,0,0
0,0,1,96,42,8135,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
163,17441,0,0,0,0,0
23,2461,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
209,27797,209,0,27797,0,0
0,0,1,87,42,11498,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
40,2600,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9,666,0,0,0,0,0
33,4488,33,0,4488,0,0
0,0,1,7,42,876,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
92,13248,0,0,0,0,0
23,3312,0,0,0,0,0
0,0,0,0,0,0,0
154,12166,154,0,12166,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
127,11557,190,0,17290,0,0
147,20853,0,30,0,2730,0
0,0,0,8,0,728,0
208,31408,208,0,31408,0,0
0,0,1,50,42,7459,0
17,1598,17,0,1598,0,0
0,0,0,1,0,94,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
44,4004,0,0,0,0,0
0,0,0,0,0,0,0
383,26161,155,0,16585,0,0
0,0,1,29,42,3056,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,70,0,0,0,0,0
65,4550,0,0,0,0,0
120,18840,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11,1397,0,0,0,0,0
133,21049,99,0,16731,0,0
1,153,1,15,42,2426,0
238,36414,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
140,7840,140,0,7840,0,0
0,0,0,19,0,1064,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
78,11154,78,0,11154,0,0
174,22620,1,1,42,60,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
27,3213,0,0,0,0,0
33,3927,0,0,0,0,0
0,0,0,0,0,0,0
1,48,3,0,144,0,0
129,6192,128,1,6138,60,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
299,28761,186,0,22320,0,0
0,0,1,42,42,4980,0
228,18696,0,0,0,0,0
0,0,0,0,0,0,0
84,8484,84,0,8484,0,0
0,0,0,21,0,2121,0
0,0,0,4,0,404,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
30,2130,0,0,0,0,0
61,10675,61,0,10675,0,0
0,0,1,21,42,3560,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
209,11704,0,0,0,0,0
6,732,6,0,732,0,0
0,0,0,1,0,122,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
22,2508,0,0,0,0,0
72,5832,0,0,0,0,0
0,0,0,0,0,0,0
20,2060,159,0,16377,0,0
226,23278,88,23,9003,2326,0
0,0,0,56,0,5768,0
0,0,0,0,0,0,0
147,17787,147,0,17787,0,0
15,1455,0,14,0,1694,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
115,9890,115,0,9890,0,0
52,7436,52,13,7436,1118,0
0,0,0,3,0,429,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
181,27150,0,0,0,0,0
6,390,0,0,0,0,0
200,13000,0,0,0,0,0
0,0,0,0,0,0,0
275,35546,27,0,4050,0,0
0,0,1,1,42,60,0
73,5548,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,3071,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
68,3264,68,0,3264,0,0
0,0,0,1,0,48,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
82,3526,0,0,0,0,0
47,2021,0,0,0,0,0
0,0,0,0,0,0,0
4,492,0,0,0,0,0
0,0,0,0,0,0,0
119,21420,119,0,21420,0,0
0,0,1,2,42,240,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,177,0,0,0,0,0
117,19717,31,0,4495,0,0
0,0,1,11,42,1510,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
40,5440,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
149,9387,150,0,9429,0,0
0,0,0,5,0,312,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
192,27456,192,0,27456,0,0
0,0,0,27,0,3861,0
94,8366,0,0,0,0,0
139,12371,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
131,8122,0,0,0,0,0
0,0,0,0,0,0,0
140,13440,140,0,13440,0,0
0,0,1,8,42,732,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
248,36622,98,0,11368,0,0
88,10208,92,6,6139,640,0
114,7644,22,3,1474,348,0
33,2409,0,30,0,2010,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
206,16439,57,0,3648,0,0
246,34224,1,1,42,60,0
86,13674,209,1,33231,64,0
123,19557,0,0,0,0,0
62,10230,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
362,35041,141,35,14437,3584,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,5476,38,0,5624,0,0
44,6512,43,0,6364,0,0
0,0,0,34,0,5032,0
237,30666,0,0,0,0,0
0,0,0,0,0,0,0
21,903,0,0,0,0,0
115,14145,0,0,0,0,0
2,302,2,0,302,0,0
0,0,1,1,42,60,0
186,25482,0,0,0,0,0
2,274,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
31,4030,31,0,4030,0,0
0,0,0,8,0,1040,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,104,0,0,0,0,0
115,11960,0,0,0,0,0
0,0,0,0,0,0,0
29,5249,0,0,0,0,0
4,284,49,0,3479,0,0
45,3195,1,11,42,770,0
0,0,0,6,0,426,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
249,41085,0,0,0,0,0
184,20056,184,0,20056,0,0
0,0,0,6,0,654,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11,1529,11,0,1529,0,0
22,2046,23,1,2088,60,0
0,0,0,2,0,278,0
0,0,0,0,0,0,0
193,26634,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
108,9720,108,0,9720,0,0
0,0,0,16,0,1440,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
154,13706,0,0,0,0,0
50,4450,0,0,0,0,0
25,4500,25,0,4500,0,0
107,7276,108,10,7318,1680,0
0,0,0,19,0,1292,0
0,0,0,0,0,0,0
122,7442,0,0,0,0,0
0,0,0,0,0,0,0
216,32400,216,0,32400,0,0
0,0,0,3,0,450,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,117,0,0,0,0,0
17,1989,0,0,0,0,0
12,1236,12,0,1236,0,0
0,0,1,1,42,60,0
68,10268,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
276,42306,30,0,2700,0,0
0,0,0,0,0,0,0
129,6579,129,0,6579,0,0
0,0,1,42,42,2151,0
186,20307,152,0,13832,0,0
138,17605,0,24,0,2184,0
0,0,0,9,0,819,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
25,1900,54,0,4104,0,0
196,15088,144,1,10910,60,0
0,0,0,31,0,2356,0
0,0,0,0,0,0,0
63,4473,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
91,13286,91,0,13286,0,0
0,0,1,13,42,1812,0
0,0,0,0,0,0,0
38,4560,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
81,4374,90,0,4860,0,0
200,26080,0,0,0,0,0
0,0,0,51,0,2754,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,68,13,0,884,0,0
79,5155,37,1,2490,60,0
0,0,0,6,0,408,0
0,0,0,0,0,0,0
46,5842,46,0,5842,0,0
53,8268,188,0,29328,0,0
193,30108,58,0,9048,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
82,9676,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,1628,37,0,1628,0,0
169,23998,170,1,24040,60,0
0,0,0,2,0,284,0
201,34170,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
216,31968,216,0,31968,0,0
0,0,1,18,42,2576,0
8,928,0,0,0,0,0
181,21824,23,0,3496,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
80,9360,90,0,10530,0,0
10,1170,0,6,0,702,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
245,20825,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
163,17441,186,0,19902,0,0
23,2461,1,35,42,3698,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
209,27797,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
40,2600,40,0,2600,0,0
0,0,1,29,42,1880,0
0,0,0,0,0,0,0
9,666,9,0,666,0,0
33,4488,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
92,13248,115,0,16560,0,0
23,3312,1,9,42,1212,0
0,0,0,3,0,432,0
154,12166,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
127,11557,0,0,0,0,0
147,20853,84,0,15120,0,0
0,0,0,11,0,1980,0
208,31408,0,0,0,0,0
0,0,0,0,0,0,0
17,1598,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
44,4004,44,0,4004,0,0
0,0,1,18,42,1607,0
383,26161,228,0,9576,0,0
0,0,0,36,0,1512,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,70,16,0,1120,0,0
65,4550,50,0,3500,0,0
120,18840,120,16,18840,1120,0
0,0,0,38,0,5966,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11,1397,45,0,5715,0,0
133,21049,1,1,42,60,0
1,153,2,13,306,1651,0
238,36414,237,0,36261,0,0
0,0,0,106,0,16218,0
0,0,0,0,0,0,0
140,7840,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
78,11154,0,0,0,0,0
174,22620,174,0,22620,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
27,3213,60,0,7140,0,0
33,3927,0,14,0,1666,0
0,0,0,0,0,0,0
1,48,0,0,0,0,0
129,6192,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
299,28761,113,0,6441,0,0
0,0,1,20,42,1143,0
228,18696,228,0,18696,0,0
0,0,0,2,0,164,0
84,8484,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
30,2130,30,0,2130,0,0
61,10675,1,11,42,770,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
209,11704,209,0,11704,0,0
6,732,0,10,0,560,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
22,2508,52,0,4938,0,0
72,5832,43,14,3444,1542,0
0,0,0,18,0,1458,0
20,2060,0,0,0,0,0
226,23278,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
147,17787,0,0,0,0,0
15,1455,15,0,1455,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
115,9890,0,0,0,0,0
52,7436,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
181,27150,181,0,27150,0,0
6,390,68,15,4397,2160,0
200,13000,139,0,9035,0,0
0,0,0,77,0,5005,0
275,35546,248,0,31496,0,0
0,0,0,0,0,0,0
73,5548,73,0,5548,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,3071,37,0,3071,0,0
0,0,1,4,42,309,0
0,0,0,0,0,0,0
68,3264,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
82,3526,129,0,5547,0,0
47,2021,1,1,42,60,0
0,0,0,0,0,0,0
4,492,4,0,492,0,0
0,0,0,0,0,0,0
119,21420,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,177,36,0,6372,0,0
117,19717,52,1,9069,60,0
0,0,0,21,0,3717,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
40,5440,40,0,5440,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
149,9387,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
192,27456,0,0,0,0,0
0,0,0,0,0,0,0
94,8366,218,0,19402,0,0
139,12371,16,14,1377,1217,0
0,0,0,36,0,3204,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
131,8122,131,0,8122,0,0
0,0,1,25,42,1548,0
140,13440,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
248,36622,238,0,35462,0,0
88,10208,1,37,42,5424,0
114,7644,14,0,1022,0,0
33,2409,20,0,1460,0,0
0,0,0,20,0,1460,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
206,16439,155,0,13175,0,0
246,34224,241,4,33882,315,0
86,13674,0,7,0,987,0
123,19557,0,0,0,0,0
62,10230,62,0,10230,0,0
0,0,0,21,0,3465,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
